failure_flag,RUL,health_state,cooler_failure,valve_failure,pump_failure,hydraulic_failure,maintenance_score
1,0,2,1,1,0,1,0.7804118889004683
1,0,2,1,1,0,1,0.7804118889004683
1,0,2,1,1,0,1,0.7804118889004683
1,0,2,1,1,0,1,0.7804118889004683
1,0,2,1,1,0,1,0.7804118889004683
1,0,2,1,1,0,1,0.7804118889004683
1,0,2,1,1,0,1,0.7804118889004683
1,0,2,1,1,0,1,0.7804118889004683
1,0,2,1,1,0,1,0.7804118889004683
1,0,2,1,1,0,1,0.7804118889004683
1,0,2,1,1,1,1,0.5727934333221583
0,40,0,1,1,1,1,0.002900012289838605
0,39,0,1,1,1,1,0.002900012289838605
0,38,0,1,1,1,1,0.002900012289838605
0,37,0,1,1,1,1,0.002900012289838605
0,36,0,1,1,1,1,0.002900012289838605
0,35,0,1,1,1,1,0.002900012289838605
0,34,0,1,1,1,1,0.002900012289838605
0,33,0,1,1,1,1,0.002900012289838605
0,32,0,1,1,1,1,0.002900012289838605
0,31,0,1,1,1,1,0.002900012289838605
0,30,1,1,1,1,1,0.13022283512570887
0,29,1,1,1,1,1,0.13022283512570887
0,28,1,1,1,1,1,0.13022283512570887
0,27,1,1,1,1,1,0.13022283512570887
0,26,1,1,1,1,1,0.13022283512570887
0,25,1,1,1,1,1,0.13022283512570887
0,24,1,1,1,1,1,0.13022283512570887
0,23,1,1,1,1,1,0.13022283512570887
0,22,1,1,1,1,1,0.13022283512570887
0,21,1,1,1,1,1,0.13022283512570887
0,20,1,1,1,1,1,0.312112582034095
0,19,1,1,1,1,1,0.312112582034095
0,18,1,1,1,1,1,0.312112582034095
0,17,1,1,1,1,1,0.312112582034095
0,16,1,1,1,1,1,0.312112582034095
0,15,1,1,1,1,1,0.312112582034095
0,14,1,1,1,1,1,0.312112582034095
0,13,1,1,1,1,1,0.312112582034095
0,12,1,1,1,1,1,0.312112582034095
0,11,1,1,1,1,1,0.312112582034095
0,10,2,1,1,1,1,0.4940023289424811
0,9,2,1,1,1,1,0.4940023289424811
0,8,2,1,1,1,1,0.4940023289424811
0,7,2,1,1,1,1,0.4940023289424811
0,6,2,1,1,1,1,0.4940023289424811
0,5,2,1,1,1,1,0.4940023289424811
0,4,2,1,1,1,1,0.4940023289424811
0,3,2,1,1,1,1,0.4940023289424811
0,2,2,1,1,1,1,0.4940023289424811
0,1,2,1,1,1,1,0.4940023289424811
1,0,2,1,1,0,1,0.6766026611113133
0,40,0,1,1,0,1,0.21051846786814865
0,39,0,1,1,0,1,0.21051846786814865
0,38,0,1,1,0,1,0.21051846786814865
0,37,0,1,1,0,1,0.21051846786814865
0,36,0,1,1,0,1,0.21051846786814865
0,35,0,1,1,0,1,0.21051846786814865
0,34,0,1,1,0,1,0.21051846786814865
0,33,0,1,1,0,1,0.21051846786814865
0,32,0,1,1,0,1,0.21051846786814865
0,31,0,1,1,0,1,0.21051846786814865
0,30,1,1,1,0,1,0.3378412907040189
0,29,1,1,1,0,1,0.3378412907040189
0,28,1,1,1,0,1,0.3378412907040189
0,27,1,1,1,0,1,0.3378412907040189
0,26,1,1,1,0,1,0.3378412907040189
0,25,1,1,1,0,1,0.3378412907040189
0,24,1,1,1,0,1,0.3378412907040189
0,23,1,1,1,0,1,0.3378412907040189
0,22,1,1,1,0,1,0.3378412907040189
0,21,1,1,1,0,1,0.3378412907040189
0,20,1,1,1,0,1,0.519731037612405
0,19,1,1,1,0,1,0.519731037612405
0,18,1,1,1,0,1,0.519731037612405
0,17,1,1,1,0,1,0.519731037612405
0,16,1,1,1,0,1,0.519731037612405
0,15,1,1,1,0,1,0.519731037612405
0,14,1,1,1,0,1,0.519731037612405
0,13,1,1,1,0,1,0.519731037612405
0,12,1,1,1,0,1,0.519731037612405
0,11,1,1,1,0,1,0.519731037612405
0,10,2,1,1,0,1,0.7016207845207911
0,9,2,1,1,0,1,0.7016207845207911
0,8,2,1,1,0,1,0.7016207845207911
0,7,2,1,1,0,1,0.7016207845207911
0,6,2,1,1,0,1,0.7016207845207911
0,5,2,1,1,0,1,0.7016207845207911
0,4,2,1,1,0,1,0.7016207845207911
0,3,2,1,1,0,1,0.7016207845207911
0,2,2,1,1,0,1,0.7016207845207911
0,1,2,1,1,0,1,0.7016207845207911
1,0,2,1,1,0,1,0.7804118889004683
0,40,0,1,1,0,1,0.4181369234464588
0,39,0,1,1,0,1,0.4181369234464588
0,38,0,1,1,0,1,0.4181369234464588
0,37,0,1,1,0,1,0.4181369234464588
0,36,0,1,1,0,1,0.4181369234464588
0,35,0,1,1,0,1,0.4181369234464588
0,34,0,1,1,0,1,0.4181369234464588
0,33,0,1,1,0,1,0.4181369234464588
0,32,0,1,1,0,1,0.4181369234464588
0,31,0,1,1,0,1,0.4181369234464588
0,30,1,1,1,0,1,0.5454597462823291
0,29,1,1,1,0,1,0.5454597462823291
0,28,1,1,1,0,1,0.5454597462823291
0,27,1,1,1,0,1,0.5454597462823291
0,26,1,1,1,0,1,0.5454597462823291
0,25,1,1,1,0,1,0.5454597462823291
0,24,1,1,1,0,1,0.5454597462823291
0,23,1,1,1,0,1,0.5454597462823291
0,22,1,1,1,0,1,0.5454597462823291
0,21,1,1,1,0,1,0.5454597462823291
0,20,1,1,1,0,1,0.7273494931907152
0,19,1,1,1,0,1,0.7273494931907152
0,18,1,1,1,0,1,0.7273494931907152
0,17,1,1,1,0,1,0.7273494931907152
0,16,1,1,1,0,1,0.7273494931907152
0,15,1,1,1,0,1,0.7273494931907152
0,14,1,1,1,0,1,0.7273494931907152
0,13,1,1,1,0,1,0.7273494931907152
0,12,1,1,1,0,1,0.7273494931907152
0,11,1,1,1,0,1,0.7273494931907152
0,10,2,1,1,0,1,0.9092392400991012
0,9,2,1,1,0,1,0.9092392400991012
0,8,2,1,1,0,1,0.9092392400991012
0,7,2,1,1,0,1,0.9092392400991012
0,6,2,1,1,0,1,0.9092392400991012
0,5,2,1,1,0,1,0.9092392400991012
0,4,2,1,1,0,1,0.9092392400991012
0,3,2,1,1,0,1,0.9092392400991012
0,2,2,1,1,0,1,0.9092392400991012
0,1,2,1,1,0,1,0.9092392400991012
1,0,2,1,1,0,1,0.7974295313818868
1,0,2,1,1,0,1,0.7974295313818868
1,0,2,1,1,0,1,0.7974295313818868
1,0,2,1,1,0,1,0.7974295313818868
1,0,2,1,1,0,1,0.7974295313818868
1,0,2,1,1,0,1,0.7974295313818868
1,0,2,1,1,0,1,0.7974295313818868
1,0,2,1,1,0,1,0.7974295313818868
1,0,2,1,1,0,1,0.7974295313818868
1,0,2,1,1,0,1,0.7974295313818868
1,0,2,1,1,1,1,0.5898110758035767
0,40,0,1,1,1,1,0.036935297252675636
0,39,0,1,1,1,1,0.036935297252675636
0,38,0,1,1,1,1,0.036935297252675636
0,37,0,1,1,1,1,0.036935297252675636
0,36,0,1,1,1,1,0.036935297252675636
0,35,0,1,1,1,1,0.036935297252675636
0,34,0,1,1,1,1,0.036935297252675636
0,33,0,1,1,1,1,0.036935297252675636
0,32,0,1,1,1,1,0.036935297252675636
0,31,0,1,1,1,1,0.036935297252675636
0,30,1,1,1,1,1,0.16425812008854596
0,29,1,1,1,1,1,0.16425812008854596
0,28,1,1,1,1,1,0.16425812008854596
0,27,1,1,1,1,1,0.16425812008854596
0,26,1,1,1,1,1,0.16425812008854596
0,25,1,1,1,1,1,0.16425812008854596
0,24,1,1,1,1,1,0.16425812008854596
0,23,1,1,1,1,1,0.16425812008854596
0,22,1,1,1,1,1,0.16425812008854596
0,21,1,1,1,1,1,0.16425812008854596
0,20,1,1,1,1,1,0.346147866996932
0,19,1,1,1,1,1,0.346147866996932
0,18,1,1,1,1,1,0.346147866996932
0,17,1,1,1,1,1,0.346147866996932
0,16,1,1,1,1,1,0.346147866996932
0,15,1,1,1,1,1,0.346147866996932
0,14,1,1,1,1,1,0.346147866996932
0,13,1,1,1,1,1,0.346147866996932
0,12,1,1,1,1,1,0.346147866996932
0,11,1,1,1,1,1,0.346147866996932
0,10,2,1,1,1,1,0.5280376139053181
0,9,2,1,1,1,1,0.5280376139053181
0,8,2,1,1,1,1,0.5280376139053181
0,7,2,1,1,1,1,0.5280376139053181
0,6,2,1,1,1,1,0.5280376139053181
0,5,2,1,1,1,1,0.5280376139053181
0,4,2,1,1,1,1,0.5280376139053181
0,3,2,1,1,1,1,0.5280376139053181
0,2,2,1,1,1,1,0.5280376139053181
0,1,2,1,1,1,1,0.5280376139053181
1,0,2,1,1,0,1,0.6936203035927317
0,40,0,1,1,0,1,0.24455375283098574
0,39,0,1,1,0,1,0.24455375283098574
0,38,0,1,1,0,1,0.24455375283098574
0,37,0,1,1,0,1,0.24455375283098574
0,36,0,1,1,0,1,0.24455375283098574
0,35,0,1,1,0,1,0.24455375283098574
0,34,0,1,1,0,1,0.24455375283098574
0,33,0,1,1,0,1,0.24455375283098574
0,32,0,1,1,0,1,0.24455375283098574
0,31,0,1,1,0,1,0.24455375283098574
0,30,1,1,1,0,1,0.37187657566685595
0,29,1,1,1,0,1,0.37187657566685595
0,28,1,1,1,0,1,0.37187657566685595
0,27,1,1,1,0,1,0.37187657566685595
0,26,1,1,1,0,1,0.37187657566685595
0,25,1,1,1,0,1,0.37187657566685595
0,24,1,1,1,0,1,0.37187657566685595
0,23,1,1,1,0,1,0.37187657566685595
0,22,1,1,1,0,1,0.37187657566685595
0,21,1,1,1,0,1,0.37187657566685595
0,20,1,1,1,0,1,0.553766322575242
0,19,1,1,1,0,1,0.553766322575242
0,18,1,1,1,0,1,0.553766322575242
0,17,1,1,1,0,1,0.553766322575242
0,16,1,1,1,0,1,0.553766322575242
0,15,1,1,1,0,1,0.553766322575242
0,14,1,1,1,0,1,0.553766322575242
0,13,1,1,1,0,1,0.553766322575242
0,12,1,1,1,0,1,0.553766322575242
0,11,1,1,1,0,1,0.553766322575242
0,10,2,1,1,0,1,0.7356560694836282
0,9,2,1,1,0,1,0.7356560694836282
0,8,2,1,1,0,1,0.7356560694836282
0,7,2,1,1,0,1,0.7356560694836282
0,6,2,1,1,0,1,0.7356560694836282
0,5,2,1,1,0,1,0.7356560694836282
0,4,2,1,1,0,1,0.7356560694836282
0,3,2,1,1,0,1,0.7356560694836282
0,2,2,1,1,0,1,0.7356560694836282
0,1,2,1,1,0,1,0.7356560694836282
1,0,2,1,1,0,1,0.7974295313818868
0,40,0,1,1,0,1,0.45217220840929584
0,39,0,1,1,0,1,0.45217220840929584
0,38,0,1,1,0,1,0.45217220840929584
0,37,0,1,1,0,1,0.45217220840929584
0,36,0,1,1,0,1,0.45217220840929584
0,35,0,1,1,0,1,0.45217220840929584
0,34,0,1,1,0,1,0.45217220840929584
0,33,0,1,1,0,1,0.45217220840929584
0,32,0,1,1,0,1,0.45217220840929584
0,31,0,1,1,0,1,0.45217220840929584
0,30,1,1,1,0,1,0.5794950312451661
0,29,1,1,1,0,1,0.5794950312451661
0,28,1,1,1,0,1,0.5794950312451661
0,27,1,1,1,0,1,0.5794950312451661
0,26,1,1,1,0,1,0.5794950312451661
0,25,1,1,1,0,1,0.5794950312451661
0,24,1,1,1,0,1,0.5794950312451661
0,23,1,1,1,0,1,0.5794950312451661
0,22,1,1,1,0,1,0.5794950312451661
0,21,1,1,1,0,1,0.5794950312451661
0,20,1,1,1,0,1,0.7613847781535522
0,19,1,1,1,0,1,0.7613847781535522
0,18,1,1,1,0,1,0.7613847781535522
0,17,1,1,1,0,1,0.7613847781535522
0,16,1,1,1,0,1,0.7613847781535522
0,15,1,1,1,0,1,0.7613847781535522
0,14,1,1,1,0,1,0.7613847781535522
0,13,1,1,1,0,1,0.7613847781535522
0,12,1,1,1,0,1,0.7613847781535522
0,11,1,1,1,0,1,0.7613847781535522
0,10,2,1,1,0,1,0.9432745250619383
0,9,2,1,1,0,1,0.9432745250619383
0,8,2,1,1,0,1,0.9432745250619383
0,7,2,1,1,0,1,0.9432745250619383
0,6,2,1,1,0,1,0.9432745250619383
0,5,2,1,1,0,1,0.9432745250619383
0,4,2,1,1,0,1,0.9432745250619383
0,3,2,1,1,0,1,0.9432745250619383
0,2,2,1,1,0,1,0.9432745250619383
0,1,2,1,1,0,1,0.9432745250619383
1,0,2,1,1,0,1,0.8144471738633053
1,0,2,1,1,0,1,0.8144471738633053
1,0,2,1,1,0,1,0.8144471738633053
1,0,2,1,1,0,1,0.8144471738633053
1,0,2,1,1,0,1,0.8144471738633053
1,0,2,1,1,0,1,0.8144471738633053
1,0,2,1,1,0,1,0.8144471738633053
1,0,2,1,1,0,1,0.8144471738633053
1,0,2,1,1,0,1,0.8144471738633053
1,0,2,1,1,0,1,0.8144471738633053
1,0,2,1,1,1,1,0.6068287182849953
0,40,0,1,1,1,1,0.07097058221551267
0,39,0,1,1,1,1,0.07097058221551267
0,38,0,1,1,1,1,0.07097058221551267
0,37,0,1,1,1,1,0.07097058221551267
0,36,0,1,1,1,1,0.07097058221551267
0,35,0,1,1,1,1,0.07097058221551267
0,34,0,1,1,1,1,0.07097058221551267
0,33,0,1,1,1,1,0.07097058221551267
0,32,0,1,1,1,1,0.07097058221551267
0,31,0,1,1,1,1,0.07097058221551267
0,30,1,1,1,1,1,0.198293405051383
0,29,1,1,1,1,1,0.198293405051383
0,28,1,1,1,1,1,0.198293405051383
0,27,1,1,1,1,1,0.198293405051383
0,26,1,1,1,1,1,0.198293405051383
0,25,1,1,1,1,1,0.198293405051383
0,24,1,1,1,1,1,0.198293405051383
0,23,1,1,1,1,1,0.198293405051383
0,22,1,1,1,1,1,0.198293405051383
0,21,1,1,1,1,1,0.198293405051383
0,20,1,1,1,1,1,0.3801831519597691
0,19,1,1,1,1,1,0.3801831519597691
0,18,1,1,1,1,1,0.3801831519597691
0,17,1,1,1,1,1,0.3801831519597691
0,16,1,1,1,1,1,0.3801831519597691
0,15,1,1,1,1,1,0.3801831519597691
0,14,1,1,1,1,1,0.3801831519597691
0,13,1,1,1,1,1,0.3801831519597691
0,12,1,1,1,1,1,0.3801831519597691
0,11,1,1,1,1,1,0.3801831519597691
0,10,2,1,1,1,1,0.5620728988681551
0,9,2,1,1,1,1,0.5620728988681551
0,8,2,1,1,1,1,0.5620728988681551
0,7,2,1,1,1,1,0.5620728988681551
0,6,2,1,1,1,1,0.5620728988681551
0,5,2,1,1,1,1,0.5620728988681551
0,4,2,1,1,1,1,0.5620728988681551
0,3,2,1,1,1,1,0.5620728988681551
0,2,2,1,1,1,1,0.5620728988681551
0,1,2,1,1,1,1,0.5620728988681551
1,0,2,1,1,0,1,0.7106379460741503
0,40,0,1,1,0,1,0.27858903779382277
0,39,0,1,1,0,1,0.27858903779382277
0,38,0,1,1,0,1,0.27858903779382277
0,37,0,1,1,0,1,0.27858903779382277
0,36,0,1,1,0,1,0.27858903779382277
0,35,0,1,1,0,1,0.27858903779382277
0,34,0,1,1,0,1,0.27858903779382277
0,33,0,1,1,0,1,0.27858903779382277
0,32,0,1,1,0,1,0.27858903779382277
0,31,0,1,1,0,1,0.27858903779382277
0,30,1,1,1,0,1,0.40591186062969303
0,29,1,1,1,0,1,0.40591186062969303
0,28,1,1,1,0,1,0.40591186062969303
0,27,1,1,1,0,1,0.40591186062969303
0,26,1,1,1,0,1,0.40591186062969303
0,25,1,1,1,0,1,0.40591186062969303
0,24,1,1,1,0,1,0.40591186062969303
0,23,1,1,1,0,1,0.40591186062969303
0,22,1,1,1,0,1,0.40591186062969303
0,21,1,1,1,0,1,0.40591186062969303
0,20,1,1,1,0,1,0.5878016075380791
0,19,1,1,1,0,1,0.5878016075380791
0,18,1,1,1,0,1,0.5878016075380791
0,17,1,1,1,0,1,0.5878016075380791
0,16,1,1,1,0,1,0.5878016075380791
0,15,1,1,1,0,1,0.5878016075380791
0,14,1,1,1,0,1,0.5878016075380791
0,13,1,1,1,0,1,0.5878016075380791
0,12,1,1,1,0,1,0.5878016075380791
0,11,1,1,1,0,1,0.5878016075380791
0,10,2,1,1,0,1,0.7696913544464652
0,9,2,1,1,0,1,0.7696913544464652
0,8,2,1,1,0,1,0.7696913544464652
0,7,2,1,1,0,1,0.7696913544464652
0,6,2,1,1,0,1,0.7696913544464652
0,5,2,1,1,0,1,0.7696913544464652
0,4,2,1,1,0,1,0.7696913544464652
0,3,2,1,1,0,1,0.7696913544464652
0,2,2,1,1,0,1,0.7696913544464652
0,1,2,1,1,0,1,0.7696913544464652
1,0,2,1,1,0,1,0.8144471738633053
0,40,0,1,1,0,1,0.48620749337213287
0,39,0,1,1,0,1,0.48620749337213287
0,38,0,1,1,0,1,0.48620749337213287
0,37,0,1,1,0,1,0.48620749337213287
0,36,0,1,1,0,1,0.48620749337213287
0,35,0,1,1,0,1,0.48620749337213287
0,34,0,1,1,0,1,0.48620749337213287
0,33,0,1,1,0,1,0.48620749337213287
0,32,0,1,1,0,1,0.48620749337213287
0,31,0,1,1,0,1,0.48620749337213287
0,30,1,1,1,0,1,0.6135303162080031
0,29,1,1,1,0,1,0.6135303162080031
0,28,1,1,1,0,1,0.6135303162080031
0,27,1,1,1,0,1,0.6135303162080031
0,26,1,1,1,0,1,0.6135303162080031
0,25,1,1,1,0,1,0.6135303162080031
0,24,1,1,1,0,1,0.6135303162080031
0,23,1,1,1,0,1,0.6135303162080031
0,22,1,1,1,0,1,0.6135303162080031
0,21,1,1,1,0,1,0.6135303162080031
0,20,1,1,1,0,1,0.7954200631163892
0,19,1,1,1,0,1,0.7954200631163892
0,18,1,1,1,0,1,0.7954200631163892
0,17,1,1,1,0,1,0.7954200631163892
0,16,1,1,1,0,1,0.7954200631163892
0,15,1,1,1,0,1,0.7954200631163892
0,14,1,1,1,0,1,0.7954200631163892
0,13,1,1,1,0,1,0.7954200631163892
0,12,1,1,1,0,1,0.7954200631163892
0,11,1,1,1,0,1,0.7954200631163892
0,10,2,1,1,0,1,0.9773098100247753
0,9,2,1,1,0,1,0.9773098100247753
0,8,2,1,1,0,1,0.9773098100247753
0,7,2,1,1,0,1,0.9773098100247753
0,6,2,1,1,0,1,0.9773098100247753
0,5,2,1,1,0,1,0.9773098100247753
0,4,2,1,1,0,1,0.9773098100247753
0,3,2,1,1,0,1,0.9773098100247753
0,2,2,1,1,0,1,0.9773098100247753
0,1,2,1,1,0,1,0.9773098100247753
1,0,2,1,1,0,1,0.8257922688509176
1,0,2,1,1,0,1,0.8257922688509176
1,0,2,1,1,0,1,0.8257922688509176
1,0,2,1,1,0,1,0.8257922688509176
1,0,2,1,1,0,1,0.8257922688509176
1,0,2,1,1,0,1,0.8257922688509176
1,0,2,1,1,0,1,0.8257922688509176
